"Starfsemi","ÍSAT2008"
"Þjófavörn, rafknúin, framleiðsla","26300"
"Þjófavörn, uppsetning og viðgerð","43210"
"Þjónusta við búfjárrækt","01620"
"Þjónusta við fræðslustarfsemi","85600"
"Þjónusta við skógrækt","02400"
"Þjónustuíbúðir fyrir aldraða","87301"
"Þjónustuíbúðir fyrir fatlaða","87200"
"Þjónustumiðstöðvar fyrir aldraða","88100"
"Þráðlaus fjarskipti","61200"
"Þráður, framleiðsla","13100"
"Þrif, almenn","81210"
"Þrif, sérhæfð","81220"
"Þríhjól, framleiðsla","32400"
"Þrúgur, ræktun","01210"
"Þrykkilitir, framleiðsla","20300"
"Þrýstiloftsventlar, heildsala","46699"
"Þrýstismíði, málmar","25500"
"Þungaflutningar, lokaðir bílar","49419"
"Þungaflutningar, opnir bílar","49412"
"Þungavinnuvélar með stjórnanda, leiga","43990"
"Þungunarpróf, framleiðsla","21200"
"Þurrkarar, heildsala","46430"
"Þurrkarar, smásala","47540"
"Þurrkarar, til heimilisnota, framleiðsla","27510"
"Þurrkarar, þvottahús, framleiðsla","28940"
"Þurrkublöð, framleiðsla","29310"
"Þurrkuð blóm, framleiðsla","32990"
"Þurrkvélar, landbúnaður, framleiðsla","28930"
"Þurrmjólk, framleiðsla","10510"
"Þurrsápa, framleiðsla","20410"
"Þvagskálar, keramík, framleiðsla","23420"
"Þvingur, framleiðsla","25730"
"Þvottaefni, framleiðsla","20410"
"Þvottaefni, heildsala","46442"
"Þvottahús","96010"
"Þvottapokar, framleiðsla","13920"
"Þvottavélar fyrir þvottahús, framleiðsla","28940"
"Þvottavélar til heimilisnota, framleiðsla","27510"
"Þvottavélar, smásala","47540"
"Þvottevélar, heildsala","46430"
"Þyrlur, smíði","30300"
"Þýðingar og túlkun","74300"
"Þörungamjöl, framleiðsla","10209"
"Þörungar, hreinsun og þurrkun","10209"
"Þörungavinnsla","10209"
"Æðardúnstekja","01492"
"Æðarrækt","01492"
"Æfingagallar, framleiðsla","14190"
"Æskulýðsfélög","94999"
"Æskulýðsstarfsemi","88990"
"Ættfræðifélög","96090"
"Ættfræðistofur","96090"
"Ættleiðingarsamtök","88990"
"Ökukennarar","85530"
"Ökumannshús, framleiðsla","29200"
"Ökuskólar, atvinnubílstjórar","85320"
"Öl, framleiðsla","11050"
"Öl, heildsala","46340"
"Ölkelduvatn, framleiðsla","11070"
"Ölkelduvatn, heildsala","46340"
"Öndunarvélar, framleiðsla","26600"
"Örbylgjuofn, heildsala","46430"
"Örbylgjuofnar, framleiðsla","27510"
"Örbylgjuofnar, smásala","47540"
"Örfilmuefni, útgáfa","58190"
"Örflögur, heildsala","46520"
"Örgjörvar, framleiðsla","26110"
"Öryggi fyrir rafmagn, framleiðsla","27120"
"Öryggi, framleiðsla","27120"
"Öryggisbelti, framleiðsla","29320"
"Öryggiskerfi, smásala","47599"
"Öryggiskerfi, þjónusta","80200"
"Öryggisprófanir ökutækja","71200"
"Öryggisráðgjöf","74900"
"Öryggisþjónusta, einkarekin ","80100"
"Öskjur úr léttmálmum, framleiðsla","25920"
"Öskjur úr pappa, framleiðsla","17210"
"Öskjur úr plasti, framleiðsla","22229"
"Öskjur úr viði, framleiðsla","16290"
"Öxlar, framleiðsla","29320"
"Vefsíðugerð","62010"
"Akstur vörubíla","49412"
